timestamp_iso,source,origin,destination,departure_date,price,currency,status,flight_key,flight_number,airline,departure_time,arrival_time,stops,cabin,error
2026-08-13T10:22:47+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T10:22:50+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,IndiGo|6:20 AM|8:55 AM|nonstop|Economy,,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T10:22:50+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T10:22:50+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|10:05 PM|12:40 AM+1|nonstop|Economy,,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T12:23:06+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T12:23:15+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T12:23:15+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T12:23:22+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T12:23:22+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T12:23:22+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T13:42:46+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T13:42:56+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T13:42:56+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T13:43:06+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T13:43:06+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T13:43:06+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T14:34:02+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T14:34:12+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T14:34:12+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T14:34:22+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T14:34:22+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T14:34:22+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T16:08:34+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T16:08:36+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T16:08:36+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,EK 543,EK 543,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T16:08:46+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T16:08:46+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T16:08:46+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T17:10:42+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T17:10:52+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T17:10:52+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T17:11:02+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T17:11:02+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T17:11:02+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T18:06:33+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T18:06:42+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T18:06:42+00:00,google_flights,MAA,DXB,2026-09-02,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T18:06:52+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T18:06:52+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T18:06:52+00:00,google_flights,MAA,DXB,2026-09-03,75543,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T19:18:58+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T19:19:08+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T19:19:08+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T19:19:18+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T19:19:18+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T19:19:18+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T21:01:33+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T21:01:43+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T21:01:43+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T21:01:53+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T21:01:53+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T21:01:53+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T22:01:40+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T22:01:50+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T22:01:50+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T22:02:00+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T22:02:00+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T22:02:00+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T23:00:25+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T23:00:35+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T23:00:35+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T23:00:45+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T23:00:45+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T23:00:45+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-13T23:56:42+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T23:56:52+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T23:56:52+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T23:57:02+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-13T23:57:02+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-13T23:57:02+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T02:44:03+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T02:44:13+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T02:44:13+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T02:44:22+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T02:44:22+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T02:44:22+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T05:00:15+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T05:00:25+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T05:00:25+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T05:00:35+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T05:00:35+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T05:00:35+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T06:41:14+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T06:41:24+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T06:41:24+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T06:41:33+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T06:41:33+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T06:41:33+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T08:36:59+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T08:37:01+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T08:37:11+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T08:37:11+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T08:37:11+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T10:15:48+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T10:15:50+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T10:16:01+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T10:16:01+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T10:16:01+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T11:09:01+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T11:09:03+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T11:09:12+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T11:09:12+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T11:09:12+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T11:55:47+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T11:55:57+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T11:55:57+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|10:05 PM|12:40 AM+1|nonstop|Economy,,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T11:56:07+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T11:56:07+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T11:56:07+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T13:39:48+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T13:39:58+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T13:39:58+00:00,google_flights,MAA,DXB,2026-09-02,75542,INR,OK,Emirates|10:05 PM|12:40 AM+1|nonstop|Economy,,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T13:40:08+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T13:40:08+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T13:40:08+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T15:06:32+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T15:06:35+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T15:06:45+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T15:06:45+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T15:06:45+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T16:04:56+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T16:04:59+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T16:05:09+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T16:05:09+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T16:05:09+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T17:09:58+00:00,google_flights,MAA,DXB,2026-09-01,40334,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T17:10:01+00:00,google_flights,MAA,DXB,2026-09-02,37289,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T17:10:11+00:00,google_flights,MAA,DXB,2026-09-03,34507,INR,OK,6E 1471,6E 1471,IndiGo,6:20 AM,8:55 AM,Nonstop,Economy,
2026-08-14T17:10:11+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,Emirates|4:05 AM|6:40 AM|nonstop|Economy,,Emirates,4:05 AM,6:40 AM,Nonstop,Economy,
2026-08-14T17:10:11+00:00,google_flights,MAA,DXB,2026-09-03,75542,INR,OK,EK 547,EK 547,Emirates,10:05 PM,12:40 AM+1,Nonstop,Economy,
2026-08-14T18:05:57+00:00,google_flights,MAA,DXB,2026-09-01,,INR,ERROR,,,,,,,Economy,RuntimeError: Flight results did not load before timeout
2026-08-14T18:06:28+00:00,google_flights,MAA,DXB,2026-09-02,,INR,ERROR,,,,,,,Economy,RuntimeError: Flight results did not load before timeout
